# Real monthly US AQI from Open-Meteo Air-Quality archive (no key).
# Chennai, 2023-01..2026-06. zone = H3 res-7 cell id.
zone,lat,lon,month,aqi
87618c4c4ffffff,13.00993,80.19272,15,68.2
87618c4c4ffffff,13.00993,80.19272,16,66.5
87618c4c4ffffff,13.00993,80.19272,17,72.4
87618c4c4ffffff,13.00993,80.19272,18,57.6
87618c4c4ffffff,13.00993,80.19272,19,66.1
87618c4c4ffffff,13.00993,80.19272,20,69.1
87618c4c4ffffff,13.00993,80.19272,21,84.6
87618c4c4ffffff,13.00993,80.19272,22,86.7
87618c4c4ffffff,13.00993,80.19272,23,77.0
87618c4c4ffffff,13.00993,80.19272,24,109.1
87618c4c4ffffff,13.00993,80.19272,25,110.3
87618c4c4ffffff,13.00993,80.19272,26,84.2
87618c4c4ffffff,13.00993,80.19272,27,83.7
87618c4c4ffffff,13.00993,80.19272,28,86.9
87618c4c4ffffff,13.00993,80.19272,29,68.0
87618c4c4ffffff,13.00993,80.19272,30,57.5
87618c4c4ffffff,13.00993,80.19272,31,68.6
87618c4c4ffffff,13.00993,80.19272,32,68.8
87618c4c4ffffff,13.00993,80.19272,33,70.3
87618c4c4ffffff,13.00993,80.19272,34,97.0
87618c4c4ffffff,13.00993,80.19272,35,114.3
87618c4c4ffffff,13.00993,80.19272,36,116.6
87618c4c4ffffff,13.00993,80.19272,37,104.5
87618c4c4ffffff,13.00993,80.19272,38,90.6
87618c4c4ffffff,13.00993,80.19272,39,69.7
87618c4c4ffffff,13.00993,80.19272,40,80.1
87618c4c4ffffff,13.00993,80.19272,41,72.4
87618c4c5ffffff,13.00263,80.17089,0,123.4
87618c4c5ffffff,13.00263,80.17089,1,124.0
87618c4c5ffffff,13.00263,80.17089,2,90.6
87618c4c5ffffff,13.00263,80.17089,3,83.6
87618c4c5ffffff,13.00263,80.17089,4,104.1
87618c4c5ffffff,13.00263,80.17089,5,81.5
87618c4c5ffffff,13.00263,80.17089,6,56.4
87618c4c5ffffff,13.00263,80.17089,7,74.5
87618c4c5ffffff,13.00263,80.17089,8,66.4
87618c4c5ffffff,13.00263,80.17089,9,104.6
87618c4c5ffffff,13.00263,80.17089,10,70.9
87618c4c5ffffff,13.00263,80.17089,11,84.2
87618c4c5ffffff,13.00263,80.17089,12,98.2
87618c4c5ffffff,13.00263,80.17089,13,81.4
87618c4c5ffffff,13.00263,80.17089,14,80.5
87618c4c5ffffff,13.00263,80.17089,15,68.2
87618c4c5ffffff,13.00263,80.17089,16,66.5
87618c4c5ffffff,13.00263,80.17089,17,72.4
87618c4c5ffffff,13.00263,80.17089,18,57.6
87618c4c5ffffff,13.00263,80.17089,19,66.1
87618c4c5ffffff,13.00263,80.17089,20,69.1
87618c4c5ffffff,13.00263,80.17089,21,84.6
